node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
fosX	fosX_gen	fosX	FOSFOMYCIN	FOSFOMYCIN	Listeria monocytogenes;Listeria monocytogenes_B	11	0	11	1	11
vga(G)	vga	vga	LINCOSAMIDE	LINCOSAMIDE	Listeria monocytogenes_B	11	0	11	3.6742601376177434e-4	29938
vga(G)	vga	vga(G)	LINCOSAMIDE	LINCOSAMIDE	Listeria monocytogenes;Listeria monocytogenes_B	11	0	11	1	11
dfrG	dfr_DGK	dfrG	TRIMETHOPRIM	TRIMETHOPRIM	Listeria innocua	11	0	11	0.007110536522301228	1547
blaTEM-116	blaTEM	blaTEM-116	BETA-LACTAM	BETA-LACTAM	Listeria monocytogenes_B	11	0	11	3.6742601376177434e-4	29938
fosX_gen	NA	NA	NA	NA	Listeria cossartiae	0	11	11	1	11
fosX_gen	NA	NA	NA	NA	Listeria monocytogenes;Listeria monocytogenes_B	0	11	11	1	11
tet_L_K_45	NA	NA	NA	NA	Listeria monocytogenes	0	11	11	3.7822783069146925e-4	29083
vga	NA	NA	NA	NA	Listeria monocytogenes;Listeria monocytogenes_B	0	11	11	1	11
tet(S)	tet(M-W-O-S)	tet(S)	TETRACYCLINE	TETRACYCLINE	Listeria innocua	10	0	10	0.006464124111182934	1547
fexA	MFS_efflux_CHL	fexA	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Listeria monocytogenes	10	0	10	3.4384348244679023e-4	29083
IONOPHORE	NA	NA	NA	NA	Listeria innocua	0	10	10	0.006464124111182934	1547
MFS_efflux_CHL	NA	NA	NA	NA	Listeria monocytogenes	0	10	10	3.4384348244679023e-4	29083
blaTEM	bla-A	blaTEM	BETA-LACTAM	BETA-LACTAM	Listeria monocytogenes	1	8	9	3.094591342021112e-4	29083
tet(L)	tet_L_K_45	tet(L)	TETRACYCLINE	TETRACYCLINE	Listeria monocytogenes	9	0	9	3.094591342021112e-4	29083
lnu_BFG	NA	NA	NA	NA	Listeria innocua	0	9	9	0.005817711700064641	1547
vga(G)	vga	vga	LINCOSAMIDE	LINCOSAMIDE	Listeria cossartiae	8	0	8	0.7272727272727273	11
lnu(G)	lnu_BFG	lnu(G)	LINCOSAMIDE	LINCOSAMIDE	Listeria monocytogenes	8	0	8	2.7507478595743216e-4	29083
sul	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	8	8	0.5333333333333333	15
vga	NA	NA	NA	NA	Listeria cossartiae	0	8	8	0.7272727272727273	11
msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	Listeria innocua	7	0	7	0.004524886877828055	1547
erm(C)	erm-23S_rRNA	erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	Listeria monocytogenes	7	0	7	2.4069043771275314e-4	29083
dfrD	dfr_DGK	dfrD	TRIMETHOPRIM	TRIMETHOPRIM	Listeria monocytogenes	7	0	7	2.4069043771275314e-4	29083
lnu(A)	lnu_AE	lnu(A)	LINCOSAMIDE	LINCOSAMIDE	Listeria innocua	7	0	7	0.004524886877828055	1547
erm(G)	erm-23S_rRNA	erm(G)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	Listeria monocytogenes_B	7	0	7	2.338165542120382e-4	29938
blaTEM-116	blaTEM	blaTEM-116	BETA-LACTAM	BETA-LACTAM	Listeria monocytogenes	7	0	7	2.4069043771275314e-4	29083
ant(3'')-Ia	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	7	7	0.4666666666666667	15
lnu_AE	NA	NA	NA	NA	Listeria innocua	0	7	7	0.004524886877828055	1547
msr	NA	NA	NA	NA	Listeria innocua	0	7	7	0.004524886877828055	1547
tet(M-W-O-S)	NA	NA	NA	NA	Listeria grayi	0	7	7	0.08333333333333333	84
tet_A_B_C_D	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	7	7	0.4666666666666667	15
lnu(G)	lnu_BFG	lnu(G)	LINCOSAMIDE	LINCOSAMIDE	Listeria innocua	6	0	6	0.003878474466709761	1547
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Listeria monocytogenes_B;Salmonella enterica	5	0	5	0.3333333333333333	15
aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Listeria monocytogenes_B;Salmonella enterica	5	0	5	0.3333333333333333	15
mdsA	RND-peri	mdsA	EFFLUX	EFFLUX	Listeria monocytogenes;Salmonella enterica	5	0	5	1	5
mdsB	RND-IM	mdsB	EFFLUX	EFFLUX	Listeria monocytogenes;Salmonella enterica	5	0	5	1	5
narA	IONOPHORE	narA	IONOPHORE	MADURAMICIN/NARASIN/SALINOMYCIN	Listeria innocua	5	0	5	0.003232062055591467	1547
narB	IONOPHORE	narB	IONOPHORE	MADURAMICIN/NARASIN/SALINOMYCIN	Listeria innocua	5	0	5	0.003232062055591467	1547
dfrD	dfr_DGK	dfrD	TRIMETHOPRIM	TRIMETHOPRIM	Listeria innocua	5	0	5	0.003232062055591467	1547
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Listeria monocytogenes_B;Salmonella enterica	5	0	5	0.3333333333333333	15
RND-IM	NA	NA	NA	NA	Listeria monocytogenes;Salmonella enterica	0	5	5	1	5
RND-peri	NA	NA	NA	NA	Listeria monocytogenes;Salmonella enterica	0	5	5	1	5
aph(3')-I	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	5	5	0.3333333333333333	15
catA1	catA	catA1	PHENICOL	CHLORAMPHENICOL	Listeria monocytogenes_B;Salmonella enterica	4	0	4	0.26666666666666666	15
fosX	fosX_gen	fosX	FOSFOMYCIN	FOSFOMYCIN	Listeria farberi	4	0	4	1	4
fosX	fosX_gen	fosX	FOSFOMYCIN	FOSFOMYCIN	Listeria monocytogenes;Salmonella enterica	4	0	4	0.8	5
fosX	fosX_gen	fosX	FOSFOMYCIN	FOSFOMYCIN	Listeria swaminathanii	4	0	4	1	4
vga(G)	vga	vga(G)	LINCOSAMIDE	LINCOSAMIDE	Listeria monocytogenes;Salmonella enterica	4	0	4	0.8	5
dfrG	dfr_DGK	dfrG	TRIMETHOPRIM	TRIMETHOPRIM	Listeria monocytogenes_B	4	0	4	1.3360945954973613e-4	29938
erm(C)	erm-23S_rRNA	erm(C)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	Listeria monocytogenes_B	4	0	4	1.3360945954973613e-4	29938
mph(A)	mph_gen	mph(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Listeria monocytogenes_B;Salmonella enterica	4	0	4	0.26666666666666666	15
tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	Listeria grayi	4	0	4	0.047619047619047616	84
tet(B)	tet_A_B_C_D	tet(B)	TETRACYCLINE	TETRACYCLINE	Listeria monocytogenes_B;Salmonella enterica	4	0	4	0.26666666666666666	15
blaTEM-1	blaTEM	blaTEM-1	BETA-LACTAM	BETA-LACTAM	Listeria monocytogenes_B;Salmonella enterica	4	0	4	0.26666666666666666	15
bla-A	NA	NA	NA	NA	Listeria monocytogenes_B	0	4	4	1.3360945954973613e-4	29938
blaTEM	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	4	4	0.26666666666666666	15
catA	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	4	4	0.26666666666666666	15
dfr_DGK	NA	NA	NA	NA	Listeria monocytogenes_B	0	4	4	1.3360945954973613e-4	29938
fosX_gen	NA	NA	NA	NA	Listeria farberi	0	4	4	1	4
fosX_gen	NA	NA	NA	NA	Listeria monocytogenes;Salmonella enterica	0	4	4	0.8	5
fosX_gen	NA	NA	NA	NA	Listeria swaminathanii	0	4	4	1	4
mph_gen	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	4	4	0.26666666666666666	15
vga	NA	NA	NA	NA	Listeria monocytogenes;Salmonella enterica	0	4	4	0.8	5
aph(6)-Id	aph(6)-I	aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Listeria monocytogenes_B;Salmonella enterica	3	0	3	0.2	15
lsa(E)	lsa	lsa(E)	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	Listeria innocua	3	0	3	0.0019392372333548805	1547
tet(S)	tet(M-W-O-S)	tet(S)	TETRACYCLINE	TETRACYCLINE	Listeria grayi	3	0	3	0.03571428571428571	84
lnu(B)	lnu_BFG	lnu(B)	LINCOSAMIDE	LINCOSAMIDE	Listeria innocua	3	0	3	0.0019392372333548805	1547
qnrB	qnr	qnrB	QUINOLONE	QUINOLONE	Listeria monocytogenes_B	2	1	3	1.002070946623021e-4	29938
aph(3'')-Ib	aph(3'')	aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Listeria monocytogenes_B;Salmonella enterica	3	0	3	0.2	15
optrA	abc-f	optrA	PHENICOL/OXAZOLIDINONE	FLORFENICOL/OXAZOLIDINONE	Listeria monocytogenes	3	0	3	1.0315304473403707e-4	29083
dfrA12	dfrA12_A21	dfrA12	TRIMETHOPRIM	TRIMETHOPRIM	Listeria monocytogenes_B;Salmonella enterica	3	0	3	0.2	15
abc-f	NA	NA	NA	NA	Listeria monocytogenes	0	3	3	1.0315304473403707e-4	29083
aph(3'')	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	3	3	0.2	15
aph(6)-I	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	3	3	0.2	15
dfrA12_A21	NA	NA	NA	NA	Listeria monocytogenes_B;Salmonella enterica	0	3	3	0.2	15
lsa	NA	NA	NA	NA	Listeria innocua	0	3	3	0.0019392372333548805	1547
tet_L_K_45	NA	NA	NA	NA	Listeria innocua	0	3	3	0.0019392372333548805	1547
aac(3)-IId	aac(3)-II	aac(3)-IId	AMINOGLYCOSIDE	GENTAMICIN	Listeria monocytogenes_B;Salmonella enterica	2	0	2	0.13333333333333333	15
aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Listeria monocytogenes;Salmonella enterica	2	0	2	0.4	5
cat-TC	catA9	cat-TC	PHENICOL	CHLORAMPHENICOL	Listeria monocytogenes	2	0	2	6.876869648935804e-5	29083
fosX	fosX_gen	fosX	FOSFOMYCIN	FOSFOMYCIN	Listeria cayugensis	2	0	2	1	2
mef(F)	mef_gen	mef(F)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	Listeria monocytogenes_B	2	0	2	6.680472977486806e-5	29938
msr(G)	msr	msr(G)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/PRISTINAMYCIN	Listeria monocytogenes_B	2	0	2	6.680472977486806e-5	29938
vga(G)	vga	vga	LINCOSAMIDE	LINCOSAMIDE	Listeria cayugensis	2	0	2	1	2
