node_id	parent_node_id	Gene symbol	Class	Subclass	Species	n.node	n.node_child	sum	freq	denominator
blaTEM	bla-A	blaTEM	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	34	391	425	0.17533003300330033	2424
blaSHV-LEN	NA	NA	NA	NA	Klebsiella variicola	0	398	398	0.16419141914191418	2424
blaTEM-1	blaTEM	blaTEM-1	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	385	0	385	0.15882838283828382	2424
oqxB15	oqxB	oqxB15	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Klebsiella variicola	372	0	372	0.15346534653465346	2424
dfrA	NA	NA	NA	NA	Klebsiella variicola	0	341	341	0.14067656765676567	2424
tet_A_B_C_D	NA	NA	NA	NA	Klebsiella variicola	0	308	308	0.12706270627062707	2424
blaLEN-2	blaLEN	blaLEN-2	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	295	0	295	0.1216996699669967	2424
blaCTX-M	bla-A	blaCTX-M	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	2	290	292	0.12046204620462046	2424
sul1	sul	sul1	SULFONAMIDE	SULFONAMIDE	Klebsiella variicola	277	0	277	0.11427392739273927	2424
sul2	sul	sul2	SULFONAMIDE	SULFONAMIDE	Klebsiella variicola	246	0	246	0.10148514851485149	2424
aph(6)-Id	aph(6)-I	aph(6)-Id	AMINOGLYCOSIDE	STREPTOMYCIN	Klebsiella variicola	244	0	244	0.10066006600660066	2424
aph(3'')-Ib	aph(3'')	aph(3'')-Ib	AMINOGLYCOSIDE	STREPTOMYCIN	Klebsiella variicola	244	0	244	0.10066006600660066	2424
aph(3'')	NA	NA	NA	NA	Klebsiella variicola	0	244	244	0.10066006600660066	2424
aph(6)-I	NA	NA	NA	NA	Klebsiella variicola	0	244	244	0.10066006600660066	2424
qnrB	qnr	qnrB	QUINOLONE	QUINOLONE	Klebsiella variicola	3	238	241	0.09942244224422442	2424
catB	cat	catB	PHENICOL	CHLORAMPHENICOL	Klebsiella variicola	1	231	232	0.09570957095709572	2424
blaCTX-M-15	blaCTX-M	blaCTX-M-15	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	230	0	230	0.09488448844884488	2424
aac(6')-Ib-cr	aac(6')-Ib	aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Klebsiella variicola	1	216	217	0.08952145214521452	2424
catB3	catB	catB3	PHENICOL	CHLORAMPHENICOL	Klebsiella variicola	217	0	217	0.08952145214521452	2424
aac(6')-Ib-cr5	aac(6')-Ib-cr	aac(6')-Ib-cr5	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	Klebsiella variicola	216	0	216	0.0891089108910891	2424
tet(A)	tet_A_B_C_D	tet(A)	TETRACYCLINE	TETRACYCLINE	Klebsiella variicola	211	0	211	0.08704620462046204	2424
blaLEN-9	blaLEN	blaLEN-9	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	198	0	198	0.08168316831683169	2424
blaOXA-1_fam	blaOXA	blaOXA	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	4	193	197	0.08127062706270627	2424
blaLEN-13	blaLEN	blaLEN-13	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	197	0	197	0.08127062706270627	2424
blaKPC	bla-A_carba	blaKPC	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	1	195	196	0.08085808580858085	2424
blaOXA-1	blaOXA-1_fam	blaOXA-1	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	193	0	193	0.07962046204620463	2424
dfrA14	dfrA	dfrA14	TRIMETHOPRIM	TRIMETHOPRIM	Klebsiella variicola	192	0	192	0.07920792079207921	2424
aac(3)-II	NA	NA	NA	NA	Klebsiella variicola	0	183	183	0.07549504950495049	2424
ant(3'')-Ia	NA	NA	NA	NA	Klebsiella variicola	0	181	181	0.07466996699669967	2424
blaKPC-2	blaKPC	blaKPC-2	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	166	0	166	0.06848184818481848	2424
blaLEN-17	blaLEN	blaLEN-17	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	161	0	161	0.06641914191419142	2424
qnrB1	qnrB	qnrB1	QUINOLONE	QUINOLONE	Klebsiella variicola	161	0	161	0.06641914191419142	2424
blaSHV	blaSHV-LEN	blaSHV	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	10	138	148	0.06105610561056106	2424
aac(3)-IIe	aac(3)-II	aac(3)-IIe	AMINOGLYCOSIDE	GENTAMICIN	Klebsiella variicola	123	0	123	0.050742574257425746	2424
mph(A)	mph_gen	mph(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	Klebsiella variicola	121	0	121	0.04991749174917492	2424
mph_gen	NA	NA	NA	NA	Klebsiella variicola	0	121	121	0.04991749174917492	2424
qnrS	NA	NA	NA	NA	Klebsiella variicola	0	116	116	0.04785478547854786	2424
qnrS1	qnrS	qnrS1	QUINOLONE	QUINOLONE	Klebsiella variicola	115	0	115	0.04744224422442244	2424
blaOXA-PR	bla-D	blaOXA	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	9	102	111	0.04579207920792079	2424
blaLEN-27	blaLEN	blaLEN-27	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	111	0	111	0.04579207920792079	2424
blaOXA-9_fam	blaOXA-PR	blaOXA	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	85	21	106	0.04372937293729373	2424
fosA7_fam	fosA_gen	fosA7	FOSFOMYCIN	FOSFOMYCIN	Klebsiella variicola	101	0	101	0.041666666666666664	2424
aadA1	ant(3'')-Ia	aadA1	AMINOGLYCOSIDE	STREPTOMYCIN	Klebsiella variicola	86	0	86	0.03547854785478548	2424
blaLEN-7	blaLEN	blaLEN-7	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	83	0	83	0.03424092409240924	2424
tet(D)	tet_A_B_C_D	tet(D)	TETRACYCLINE	TETRACYCLINE	Klebsiella variicola	74	0	74	0.03052805280528053	2424
blaLEN-10	blaLEN	blaLEN-10	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	74	0	74	0.03052805280528053	2424
blaLEN-28	blaLEN	blaLEN-28	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	71	0	71	0.02929042904290429	2424
ompK35	NA	ompK35_E132K	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	66	0	66	0.027227722772277228	2424
catA	NA	NA	NA	NA	Klebsiella variicola	0	65	65	0.026815181518151814	2424
aadA2	ant(3'')-Ia	aadA2	AMINOGLYCOSIDE	STREPTOMYCIN	Klebsiella variicola	64	0	64	0.026402640264026403	2424
blaOXA-48_fam	NA	NA	NA	NA	Klebsiella variicola	0	61	61	0.025165016501650164	2424
blaSHV-12	blaSHV	blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	60	0	60	0.024752475247524754	2424
blaSHV-1	blaSHV	blaSHV-1	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	58	0	58	0.02392739273927393	2424
aac(3)-IId	aac(3)-II	aac(3)-IId	AMINOGLYCOSIDE	GENTAMICIN	Klebsiella variicola	57	0	57	0.023514851485148515	2424
arr	NA	NA	NA	NA	Klebsiella variicola	0	56	56	0.0231023102310231	2424
aac(6')-Ib-G	aac(6')-Ib	aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	Klebsiella variicola	7	47	54	0.022277227722772276	2424
blaOXA-48	blaOXA-48_fam	blaOXA-48	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	52	0	52	0.02145214521452145	2424
aadA5	aadA_4_5	aadA5	AMINOGLYCOSIDE	STREPTOMYCIN	Klebsiella variicola	47	0	47	0.019389438943894388	2424
aadA_4_5	NA	NA	NA	NA	Klebsiella variicola	0	47	47	0.019389438943894388	2424
blaLEN-11	blaLEN	blaLEN-11	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	45	0	45	0.018564356435643563	2424
arr-3	arr	arr-3	RIFAMYCIN	RIFAMYCIN	Klebsiella variicola	44	0	44	0.018151815181518153	2424
catA2	catA	catA2	PHENICOL	CHLORAMPHENICOL	Klebsiella variicola	43	0	43	0.01773927392739274	2424
dfrA17	dfrA	dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	Klebsiella variicola	42	0	42	0.017326732673267328	2424
bla-A	bla	bla	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	2	39	41	0.016914191419141914	2424
blaLEN-8	blaLEN	blaLEN-8	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	41	0	41	0.016914191419141914	2424
blaLEN-32	blaLEN	blaLEN-32	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	39	0	39	0.01608910891089109	2424
ble-MBL	sequest	ble	BLEOMYCIN	BLEOMYCIN	Klebsiella variicola	37	0	37	0.015264026402640265	2424
blaLEN-25	blaLEN	blaLEN-25	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	37	0	37	0.015264026402640265	2424
blaNDM	NA	NA	NA	NA	Klebsiella variicola	0	37	37	0.015264026402640265	2424
sequest	NA	NA	NA	NA	Klebsiella variicola	0	37	37	0.015264026402640265	2424
ant(2'')-Ia	ant(2'')	ant(2'')-Ia	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	Klebsiella variicola	32	0	32	0.013201320132013201	2424
ant(2'')	NA	NA	NA	NA	Klebsiella variicola	0	32	32	0.013201320132013201	2424
blaSCO	bla-A	blaSCO	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	3	28	31	0.01278877887788779	2424
aac(6')-Ib4	aac(6')-Ib-G	aac(6')-Ib4	AMINOGLYCOSIDE	GENTAMICIN	Klebsiella variicola	31	0	31	0.01278877887788779	2424
aadA16	ant(3'')-Ia	aadA16	AMINOGLYCOSIDE	STREPTOMYCIN	Klebsiella variicola	30	0	30	0.012376237623762377	2424
dfrA27	dfrA	dfrA27	TRIMETHOPRIM	TRIMETHOPRIM	Klebsiella variicola	29	0	29	0.011963696369636964	2424
blaSCO-1	blaSCO	blaSCO-1	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	28	0	28	0.01155115511551155	2424
blaKPC-3	blaKPC	blaKPC-3	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	27	0	27	0.011138613861386138	2424
blaNDM-1	blaNDM	blaNDM-1	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	27	0	27	0.011138613861386138	2424
cmlA_floR	NA	NA	NA	NA	Klebsiella variicola	0	27	27	0.011138613861386138	2424
qnrA1	qnrA	qnrA1	QUINOLONE	QUINOLONE	Klebsiella variicola	26	0	26	0.010726072607260726	2424
blaIMP	NA	NA	NA	NA	Klebsiella variicola	0	26	26	0.010726072607260726	2424
qnrA	NA	NA	NA	NA	Klebsiella variicola	0	26	26	0.010726072607260726	2424
blaLEN-12	blaLEN	blaLEN-12	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	25	0	25	0.010313531353135313	2424
aac(6')-Ib-AKT	aac(6')-Ib	aac(6')-Ib	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Klebsiella variicola	9	15	24	0.009900990099009901	2424
blaLEN-30	blaLEN	blaLEN-30	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	24	0	24	0.009900990099009901	2424
floR	cmlA_floR	floR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	Klebsiella variicola	23	0	23	0.009488448844884489	2424
dfrA12_A21	NA	NA	NA	NA	Klebsiella variicola	0	23	23	0.009488448844884489	2424
aph(3')-Ia	aph(3')-I	aph(3')-Ia	AMINOGLYCOSIDE	KANAMYCIN	Klebsiella variicola	22	0	22	0.009075907590759076	2424
catA1	catA	catA1	PHENICOL	CHLORAMPHENICOL	Klebsiella variicola	22	0	22	0.009075907590759076	2424
cmlA	cmlA_floR	cmlA	PHENICOL	CHLORAMPHENICOL	Klebsiella variicola	4	18	22	0.009075907590759076	2424
aph(3')-I	NA	NA	NA	NA	Klebsiella variicola	0	22	22	0.009075907590759076	2424
dfr_gen	NA	NA	NA	NA	Klebsiella variicola	0	22	22	0.009075907590759076	2424
dfrA5	dfrA	dfrA5	TRIMETHOPRIM	TRIMETHOPRIM	Klebsiella variicola	21	0	21	0.008663366336633664	2424
blaDHA	bla-C	blaDHA	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	1	20	21	0.008663366336633664	2424
blaIMP-4	blaIMP	blaIMP-4	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	21	0	21	0.008663366336633664	2424
blaOXA-9	blaOXA-9_fam	blaOXA-9	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	21	0	21	0.008663366336633664	2424
blaDHA-1	blaDHA	blaDHA-1	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	20	0	20	0.00825082508250825	2424
qnrB2	qnrB	qnrB2	QUINOLONE	QUINOLONE	Klebsiella variicola	20	0	20	0.00825082508250825	2424
qnrB4	qnrB	qnrB4	QUINOLONE	QUINOLONE	Klebsiella variicola	20	0	20	0.00825082508250825	2424
aac(6')-Ib	NA	NA	NA	NA	Klebsiella variicola	0	20	20	0.00825082508250825	2424
mcr-9	NA	NA	NA	NA	Klebsiella variicola	0	20	20	0.00825082508250825	2424
dfrA1	dfrA	dfrA1	TRIMETHOPRIM	TRIMETHOPRIM	Klebsiella variicola	19	0	19	0.007838283828382838	2424
dfrA16	dfrA	dfrA16	TRIMETHOPRIM	TRIMETHOPRIM	Klebsiella variicola	19	0	19	0.007838283828382838	2424
sat2_fam	sat	sat2	STREPTOTHRICIN	STREPTOTHRICIN	Klebsiella variicola	19	0	19	0.007838283828382838	2424
blaLEN-18	blaLEN	blaLEN-18	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	19	0	19	0.007838283828382838	2424
sat	NA	NA	NA	NA	Klebsiella variicola	0	19	19	0.007838283828382838	2424
ere(A)	ere	ere(A)	MACROLIDE	ERYTHROMYCIN	Klebsiella variicola	18	0	18	0.007425742574257425	2424
blaCTX-M-9	blaCTX-M	blaCTX-M-9	BETA-LACTAM	CEPHALOSPORIN	Klebsiella variicola	18	0	18	0.007425742574257425	2424
ere	NA	NA	NA	NA	Klebsiella variicola	0	18	18	0.007425742574257425	2424
blaOXA-926	blaOXA-PR	blaOXA-926	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	17	0	17	0.007013201320132013	2424
oqxB7	oqxB	oqxB7	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Klebsiella variicola	17	0	17	0.007013201320132013	2424
qnrB6	qnrB	qnrB6	QUINOLONE	QUINOLONE	Klebsiella variicola	17	0	17	0.007013201320132013	2424
aac(6')-Ib'	aac(6')-Ib-G	aac(6')-Ib'	AMINOGLYCOSIDE	GENTAMICIN	Klebsiella variicola	16	0	16	0.006600660066006601	2424
mcr-9.2	mcr-9	mcr-9.2	COLISTIN	COLISTIN	Klebsiella variicola	16	0	16	0.006600660066006601	2424
gyrA	NA	gyrA_S83F	QUINOLONE	QUINOLONE	Klebsiella variicola	16	0	16	0.006600660066006601	2424
tet(B)	tet_A_B_C_D	tet(B)	TETRACYCLINE	TETRACYCLINE	Klebsiella variicola	15	0	15	0.006188118811881188	2424
aac(6')-Ib3	aac(6')-Ib-AKT	aac(6')-Ib3	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	Klebsiella variicola	15	0	15	0.006188118811881188	2424
blaLEN-24	blaLEN	blaLEN-24	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	15	0	15	0.006188118811881188	2424
blaLEN-55	blaLEN	blaLEN-55	BETA-LACTAM	BETA-LACTAM	Klebsiella variicola	15	0	15	0.006188118811881188	2424
ompK35	NA	ompK35_W230STOP	BETA-LACTAM	CARBAPENEM	Klebsiella variicola	15	0	15	0.006188118811881188	2424
