node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	freq
bla-A_carba	NA	NA	NA	NA	NA	1	430416	29.594059405940595
bla-B1	NA	NA	NA	NA	NA	2	430416	29.594059405940595
bla-C	NA	NA	NA	NA	NA	1758	430416	29.594059405940595
bla-D	NA	NA	NA	NA	NA	8	430416	29.594059405940595
blaACC	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaACT	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaCARB_gen	NA	NA	NA	NA	NA	13	430416	29.594059405940595
blaCMY	NA	NA	NA	NA	NA	14	430416	29.594059405940595
blaIMP	NA	NA	NA	NA	NA	22	430416	29.594059405940595
blaI_gen	NA	NA	NA	NA	NA	3	430416	29.594059405940595
blaOXA-1_fam	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaOXA-2_fam	NA	NA	NA	NA	NA	97	430416	29.594059405940595
blaOXA-48_fam	NA	NA	NA	NA	NA	3	430416	29.594059405940595
blaOXA-542_fam	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaOXA-PR	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaR1	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaSCO	NA	NA	NA	NA	NA	2	430416	29.594059405940595
blaSHV	NA	NA	NA	NA	NA	63	430416	29.594059405940595
blaVIM	NA	NA	NA	NA	NA	1	430416	29.594059405940595
blaZ_gen	NA	NA	NA	NA	NA	2	430416	29.594059405940595
cat	NA	NA	NA	NA	NA	1	430416	29.594059405940595
catA	NA	NA	NA	NA	NA	468	430416	29.594059405940595
cmlA_floR	NA	NA	NA	NA	NA	339	430416	29.594059405940595
dfrA	NA	NA	NA	NA	NA	582	430416	29.594059405940595
dfrA12_A21	NA	NA	NA	NA	NA	13	430416	29.594059405940595
dfrB	NA	NA	NA	NA	NA	8	430416	29.594059405940595
dfr_gen	NA	NA	NA	NA	NA	549	430416	29.594059405940595
ere	NA	NA	NA	NA	NA	9	430416	29.594059405940595
erm-23S_rRNA	NA	NA	NA	NA	NA	8	430416	29.594059405940595
fosB_gen	NA	NA	NA	NA	NA	2	430416	29.594059405940595
fos_A3_A4	NA	NA	NA	NA	NA	3	430416	29.594059405940595
fos_GT	NA	NA	NA	NA	NA	354	430416	29.594059405940595
lnu_AE	NA	NA	NA	NA	NA	1	430416	29.594059405940595
mcr-4	NA	NA	NA	NA	NA	2	430416	29.594059405940595
mph_3	NA	NA	NA	NA	NA	6983	430416	29.594059405940595
mph_gen	NA	NA	NA	NA	NA	7	430416	29.594059405940595
msr	NA	NA	NA	NA	NA	7017	430416	29.594059405940595
qnr	NA	NA	NA	NA	NA	1	430416	29.594059405940595
qnrA	NA	NA	NA	NA	NA	2	430416	29.594059405940595
qnrB	NA	NA	NA	NA	NA	1	430416	29.594059405940595
qnrVC	NA	NA	NA	NA	NA	17	430416	29.594059405940595
rmt	NA	NA	NA	NA	NA	5790	430416	29.594059405940595
rmtB	NA	NA	NA	NA	NA	6	430416	29.594059405940595
sat	NA	NA	NA	NA	NA	291	430416	29.594059405940595
sequest	NA	NA	NA	NA	NA	641	430416	29.594059405940595
sul	NA	NA	NA	NA	NA	13231	430416	29.594059405940595
tet(H-J)	NA	NA	NA	NA	NA	1	430416	29.594059405940595
tet(X)	NA	NA	NA	NA	NA	16	430416	29.594059405940595
tet_A_B_C_D	NA	NA	NA	NA	NA	7999	430416	29.594059405940595
tet_L_K_45	NA	NA	NA	NA	NA	2	430416	29.594059405940595
vanX	NA	NA	NA	NA	NA	1	430416	29.594059405940595
NA	NA	NA	NA	NA	NA	28783	430416	29.594059405940595
