node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	freq
blaOXA-408	blaOXA-51_fam	blaOXA-408	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-411	blaOXA-51_fam	blaOXA-411	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-413	blaOXA-51_fam	blaOXA-413	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-402	blaOXA-51_fam	blaOXA-402	BETA-LACTAM	CARBAPENEM	89	NA	430416	29.594059405940595
blaOXA-429	blaOXA-51_fam	blaOXA-429	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-424	blaOXA-51_fam	blaOXA-424	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-426	blaOXA-51_fam	blaOXA-426	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-430	blaOXA-51_fam	blaOXA-430	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-431	blaOXA-51_fam	blaOXA-431	BETA-LACTAM	CARBAPENEM	9	NA	430416	29.594059405940595
blaOXA-432	blaOXA-51_fam	blaOXA-432	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-441	blaOXA-51_fam	blaOXA-441	BETA-LACTAM	CARBAPENEM	14	NA	430416	29.594059405940595
blaOXA-374	blaOXA-51_fam	blaOXA-374	BETA-LACTAM	CARBAPENEM	8	NA	430416	29.594059405940595
blaOXA-375	blaOXA-51_fam	blaOXA-375	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-376	blaOXA-51_fam	blaOXA-376	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-377	blaOXA-51_fam	blaOXA-377	BETA-LACTAM	CARBAPENEM	6	NA	430416	29.594059405940595
blaOXA-378	blaOXA-51_fam	blaOXA-378	BETA-LACTAM	CARBAPENEM	20	NA	430416	29.594059405940595
blaOXA-383	blaOXA-51_fam	blaOXA-383	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-385	blaOXA-51_fam	blaOXA-385	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-387	blaOXA-51_fam	blaOXA-387	BETA-LACTAM	CARBAPENEM	5	NA	430416	29.594059405940595
blaOXA-390	blaOXA-51_fam	blaOXA-390	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-391	blaOXA-51_fam	blaOXA-391	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-312	blaOXA-51_fam	blaOXA-312	BETA-LACTAM	CARBAPENEM	17	NA	430416	29.594059405940595
blaOXA-313	blaOXA-51_fam	blaOXA-313	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-314	blaOXA-51_fam	blaOXA-314	BETA-LACTAM	CARBAPENEM	15	NA	430416	29.594059405940595
blaOXA-316	blaOXA-51_fam	blaOXA-316	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-317	blaOXA-51_fam	blaOXA-317	BETA-LACTAM	CARBAPENEM	21	NA	430416	29.594059405940595
blaOXA-337	blaOXA-51_fam	blaOXA-337	BETA-LACTAM	CARBAPENEM	5	NA	430416	29.594059405940595
blaOXA-338	blaOXA-51_fam	blaOXA-338	BETA-LACTAM	CARBAPENEM	14	NA	430416	29.594059405940595
blaOXA-339	blaOXA-51_fam	blaOXA-339	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-340	blaOXA-51_fam	blaOXA-340	BETA-LACTAM	CARBAPENEM	13	NA	430416	29.594059405940595
blaOXA-342	blaOXA-51_fam	blaOXA-342	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-343	blaOXA-51_fam	blaOXA-343	BETA-LACTAM	CARBAPENEM	10	NA	430416	29.594059405940595
blaOXA-345	blaOXA-51_fam	blaOXA-345	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-259	blaOXA-51_fam	blaOXA-259	BETA-LACTAM	CARBAPENEM	745	NA	430416	29.594059405940595
blaOXA-241	blaOXA-51_fam	blaOXA-241	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-242	blaOXA-51_fam	blaOXA-242	BETA-LACTAM	CARBAPENEM	47	NA	430416	29.594059405940595
blaOXA-254	blaOXA-51_fam	blaOXA-254	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-260	blaOXA-51_fam	blaOXA-260	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-261	blaOXA-51_fam	blaOXA-261	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-262	blaOXA-51_fam	blaOXA-262	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-263	blaOXA-51_fam	blaOXA-263	BETA-LACTAM	CARBAPENEM	8	NA	430416	29.594059405940595
blaOXA-180	blaOXA-51_fam	blaOXA-180	BETA-LACTAM	CARBAPENEM	14	NA	430416	29.594059405940595
blaOXA-172	blaOXA-51_fam	blaOXA-172	BETA-LACTAM	CARBAPENEM	31	NA	430416	29.594059405940595
blaOXA-179	blaOXA-51_fam	blaOXA-179	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-200	blaOXA-51_fam	blaOXA-200	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-201	blaOXA-51_fam	blaOXA-201	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-202	blaOXA-51_fam	blaOXA-202	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-206	blaOXA-51_fam	blaOXA-206	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-208	blaOXA-51_fam	blaOXA-208	BETA-LACTAM	CARBAPENEM	37	NA	430416	29.594059405940595
blaOXA-223	blaOXA-51_fam	blaOXA-223	BETA-LACTAM	CARBAPENEM	61	NA	430416	29.594059405940595
blaOXA-217	blaOXA-51_fam	blaOXA-217	BETA-LACTAM	CARBAPENEM	15	NA	430416	29.594059405940595
blaOXA-219	blaOXA-51_fam	blaOXA-219	BETA-LACTAM	CARBAPENEM	30	NA	430416	29.594059405940595
blaOXA-852	blaOXA-51_fam	blaOXA-852	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-853	blaOXA-51_fam	blaOXA-853	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-854	blaOXA-51_fam	blaOXA-854	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-855	blaOXA-51_fam	blaOXA-855	BETA-LACTAM	CARBAPENEM	6	NA	430416	29.594059405940595
blaOXA-856	blaOXA-51_fam	blaOXA-856	BETA-LACTAM	CARBAPENEM	6	NA	430416	29.594059405940595
blaOXA-863	blaOXA-51_fam	blaOXA-863	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-88	blaOXA-51_fam	blaOXA-88	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-892	blaOXA-51_fam	blaOXA-892	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-834	blaOXA-51_fam	blaOXA-834	BETA-LACTAM	CARBAPENEM	40	NA	430416	29.594059405940595
blaOXA-91	blaOXA-51_fam	blaOXA-91	BETA-LACTAM	CARBAPENEM	197	NA	430416	29.594059405940595
blaOXA-82	blaOXA-51_fam	blaOXA-82	BETA-LACTAM	CARBAPENEM	889	NA	430416	29.594059405940595
blaOXA-828	blaOXA-51_fam	blaOXA-828	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-829	blaOXA-51_fam	blaOXA-829	BETA-LACTAM	CARBAPENEM	31	NA	430416	29.594059405940595
blaOXA-83	blaOXA-51_fam	blaOXA-83	BETA-LACTAM	CARBAPENEM	28	NA	430416	29.594059405940595
blaOXA-782	blaOXA-51_fam	blaOXA-782	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-799	blaOXA-51_fam	blaOXA-799	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-80	blaOXA-51_fam	blaOXA-80	BETA-LACTAM	CARBAPENEM	10	NA	430416	29.594059405940595
blaOXA-800	blaOXA-51_fam	blaOXA-800	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-735	blaOXA-51_fam	blaOXA-735	BETA-LACTAM	CARBAPENEM	8	NA	430416	29.594059405940595
blaOXA-78	blaOXA-51_fam	blaOXA-78	BETA-LACTAM	CARBAPENEM	17	NA	430416	29.594059405940595
blaOXA-739	blaOXA-51_fam	blaOXA-739	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-90	blaOXA-51_fam	blaOXA-90	BETA-LACTAM	CARBAPENEM	81	NA	430416	29.594059405940595
blaOXA-916	blaOXA-51_fam	blaOXA-916	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-92	blaOXA-51_fam	blaOXA-92	BETA-LACTAM	CARBAPENEM	10	NA	430416	29.594059405940595
blaOXA-938	blaOXA-51_fam	blaOXA-938	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-939	blaOXA-51_fam	blaOXA-939	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-94	blaOXA-51_fam	blaOXA-94	BETA-LACTAM	CARBAPENEM	90	NA	430416	29.594059405940595
blaOXA-940	blaOXA-51_fam	blaOXA-940	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-93	blaOXA-51_fam	blaOXA-93	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-95	blaOXA-51_fam	blaOXA-95	BETA-LACTAM	CARBAPENEM	268	NA	430416	29.594059405940595
blaOXA-98	blaOXA-51_fam	blaOXA-98	BETA-LACTAM	CARBAPENEM	178	NA	430416	29.594059405940595
blaOXA-970	blaOXA-51_fam	blaOXA-970	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-971	blaOXA-51_fam	blaOXA-971	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-972	blaOXA-51_fam	blaOXA-972	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-973	blaOXA-51_fam	blaOXA-973	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-974	blaOXA-51_fam	blaOXA-974	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-975	blaOXA-51_fam	blaOXA-975	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-976	blaOXA-51_fam	blaOXA-976	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-977	blaOXA-51_fam	blaOXA-977	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-955	blaOXA-51_fam	blaOXA-955	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-523	blaOXA-51_fam	blaOXA-523	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-525	blaOXA-51_fam	blaOXA-525	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-530	blaOXA-51_fam	blaOXA-530	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-531	blaOXA-51_fam	blaOXA-531	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-532	blaOXA-51_fam	blaOXA-532	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-528	blaOXA-51_fam	blaOXA-528	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-529	blaOXA-51_fam	blaOXA-529	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-508	blaOXA-51_fam	blaOXA-508	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-51	blaOXA-51_fam	blaOXA-51	BETA-LACTAM	CARBAPENEM	163	NA	430416	29.594059405940595
blaOXA-510	blaOXA-51_fam	blaOXA-510	BETA-LACTAM	CARBAPENEM	15	NA	430416	29.594059405940595
blaOXA-545	blaOXA-51_fam	blaOXA-545	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-555	blaOXA-51_fam	blaOXA-555	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-558	blaOXA-51_fam	blaOXA-558	BETA-LACTAM	CARBAPENEM	5	NA	430416	29.594059405940595
blaOXA-560	blaOXA-51_fam	blaOXA-560	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-654	blaOXA-51_fam	blaOXA-654	BETA-LACTAM	CARBAPENEM	13	NA	430416	29.594059405940595
blaOXA-65	blaOXA-51_fam	blaOXA-65	BETA-LACTAM	CARBAPENEM	371	NA	430416	29.594059405940595
blaOXA-64	blaOXA-51_fam	blaOXA-64	BETA-LACTAM	CARBAPENEM	446	NA	430416	29.594059405940595
blaOXA-684	blaOXA-51_fam	blaOXA-684	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-685	blaOXA-51_fam	blaOXA-685	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-686	blaOXA-51_fam	blaOXA-686	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-688	blaOXA-51_fam	blaOXA-688	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-689	blaOXA-51_fam	blaOXA-689	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-69	blaOXA-51_fam	blaOXA-69	BETA-LACTAM	CARBAPENEM	1153	NA	430416	29.594059405940595
blaOXA-691	blaOXA-51_fam	blaOXA-691	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-693	blaOXA-51_fam	blaOXA-693	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-694	blaOXA-51_fam	blaOXA-694	BETA-LACTAM	CARBAPENEM	4	NA	430416	29.594059405940595
blaOXA-67	blaOXA-51_fam	blaOXA-67	BETA-LACTAM	CARBAPENEM	43	NA	430416	29.594059405940595
blaOXA-66	blaOXA-51_fam	blaOXA-66	BETA-LACTAM	CARBAPENEM	7096	NA	430416	29.594059405940595
blaOXA-721	blaOXA-51_fam	blaOXA-721	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-68	blaOXA-51_fam	blaOXA-68	BETA-LACTAM	CARBAPENEM	230	NA	430416	29.594059405940595
blaOXA-70	blaOXA-51_fam	blaOXA-70	BETA-LACTAM	CARBAPENEM	80	NA	430416	29.594059405940595
blaOXA-703	blaOXA-51_fam	blaOXA-703	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-705	blaOXA-51_fam	blaOXA-705	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-707	blaOXA-51_fam	blaOXA-707	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-71	blaOXA-51_fam	blaOXA-71	BETA-LACTAM	CARBAPENEM	199	NA	430416	29.594059405940595
blaOXA-710	blaOXA-51_fam	blaOXA-710	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-714	blaOXA-51_fam	blaOXA-714	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-715	blaOXA-51_fam	blaOXA-715	BETA-LACTAM	CARBAPENEM	5	NA	430416	29.594059405940595
blaOXA-716	blaOXA-51_fam	blaOXA-716	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-717	blaOXA-51_fam	blaOXA-717	BETA-LACTAM	CARBAPENEM	3	NA	430416	29.594059405940595
blaOXA-741	blaOXA-51_fam	blaOXA-741	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-742	blaOXA-51_fam	blaOXA-742	BETA-LACTAM	CARBAPENEM	27	NA	430416	29.594059405940595
blaOXA-749	blaOXA-51_fam	blaOXA-749	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-75	blaOXA-51_fam	blaOXA-75	BETA-LACTAM	CARBAPENEM	12	NA	430416	29.594059405940595
blaOXA-753	blaOXA-51_fam	blaOXA-753	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-755	blaOXA-51_fam	blaOXA-755	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-757	blaOXA-51_fam	blaOXA-757	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-762	blaOXA-51_fam	blaOXA-762	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-773	blaOXA-51_fam	blaOXA-773	BETA-LACTAM	CARBAPENEM	2	NA	430416	29.594059405940595
blaOXA-776	blaOXA-51_fam	blaOXA-776	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-99	blaOXA-51_fam	blaOXA-99	BETA-LACTAM	CARBAPENEM	10	NA	430416	29.594059405940595
blaOXA-542	blaOXA-542_fam	blaOXA-542	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-58	blaOXA-58_fam	blaOXA-58	BETA-LACTAM	CARBAPENEM	346	NA	430416	29.594059405940595
blaOXA-96	blaOXA-58_fam	blaOXA-96	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
blaOXA-164	blaOXA-58_fam	blaOXA-164	BETA-LACTAM	CARBAPENEM	8	NA	430416	29.594059405940595
blaOXA-420	blaOXA-58_fam	blaOXA-420	BETA-LACTAM	CARBAPENEM	40	NA	430416	29.594059405940595
blaOXA-9	blaOXA-9_fam	blaOXA-9	BETA-LACTAM	BETA-LACTAM	3	NA	430416	29.594059405940595
blaPER-1	blaPER	blaPER-1	BETA-LACTAM	CEPHALOSPORIN	328	NA	430416	29.594059405940595
blaPER-10	blaPER	blaPER-10	BETA-LACTAM	CEPHALOSPORIN	3	NA	430416	29.594059405940595
blaPER-13	blaPER	blaPER-13	BETA-LACTAM	CEPHALOSPORIN	4	NA	430416	29.594059405940595
blaPER-7	blaPER	blaPER-7	BETA-LACTAM	CEPHALOSPORIN	430	NA	430416	29.594059405940595
blaPER-8	blaPER	blaPER-8	BETA-LACTAM	CEPHALOSPORIN	2	NA	430416	29.594059405940595
blaPER-9	blaPER	blaPER-9	BETA-LACTAM	CEPHALOSPORIN	5	NA	430416	29.594059405940595
blaCARB-2	blaPSE	blaCARB-2	BETA-LACTAM	BETA-LACTAM	138	NA	430416	29.594059405940595
blaCARB-4	blaPSE	blaCARB-4	BETA-LACTAM	BETA-LACTAM	1	NA	430416	29.594059405940595
blaCARB-16	blaRTG	blaCARB-16	BETA-LACTAM	BETA-LACTAM	213	NA	430416	29.594059405940595
blaCARB-49	blaRTG	blaCARB-49	BETA-LACTAM	BETA-LACTAM	8	NA	430416	29.594059405940595
blaCARB-50	blaRTG	blaCARB-50	BETA-LACTAM	BETA-LACTAM	2	NA	430416	29.594059405940595
blaSCO-1	blaSCO	blaSCO-1	BETA-LACTAM	BETA-LACTAM	2	NA	430416	29.594059405940595
blaSHV-11	blaSHV	blaSHV-11	BETA-LACTAM	BETA-LACTAM	8	NA	430416	29.594059405940595
blaSHV-12	blaSHV	blaSHV-12	BETA-LACTAM	CEPHALOSPORIN	43	NA	430416	29.594059405940595
blaSHV-120	blaSHV	blaSHV-120	BETA-LACTAM	CEPHALOSPORIN	1	NA	430416	29.594059405940595
blaSHV-5	blaSHV	blaSHV-5	BETA-LACTAM	CEPHALOSPORIN	11	NA	430416	29.594059405940595
blaTEM-1	blaTEM	blaTEM-1	BETA-LACTAM	BETA-LACTAM	4412	NA	430416	29.594059405940595
blaTEM-116	blaTEM	blaTEM-116	BETA-LACTAM	BETA-LACTAM	3	NA	430416	29.594059405940595
blaTEM-181	blaTEM	blaTEM-181	BETA-LACTAM	BETA-LACTAM	2	NA	430416	29.594059405940595
blaTEM-26	blaTEM	blaTEM-26	BETA-LACTAM	CEPHALOSPORIN	2	NA	430416	29.594059405940595
blaVEB-1	blaVEB	blaVEB-1	BETA-LACTAM	CEPHALOSPORIN	19	NA	430416	29.594059405940595
blaVEB-21	blaVEB	blaVEB-21	BETA-LACTAM	CEPHALOSPORIN	22	NA	430416	29.594059405940595
blaVEB-6	blaVEB	blaVEB-6	BETA-LACTAM	CEPHALOSPORIN	1	NA	430416	29.594059405940595
blaVEB-7	blaVEB	blaVEB-7	BETA-LACTAM	CEPHALOSPORIN	1	NA	430416	29.594059405940595
blaVEB-9	blaVEB	blaVEB-9	BETA-LACTAM	CEPHALOSPORIN	1	NA	430416	29.594059405940595
blaVIM-1	blaVIM	blaVIM-1	BETA-LACTAM	CARBAPENEM	1	NA	430416	29.594059405940595
catB11	catB	catB11	PHENICOL	CHLORAMPHENICOL	31	NA	430416	29.594059405940595
cmlA6	cmlA	cmlA6	PHENICOL	CHLORAMPHENICOL	33	NA	430416	29.594059405940595
fosA3	fos_A3_A4	fosA3	FOSFOMYCIN	FOSFOMYCIN	3	NA	430416	29.594059405940595
mcr-4.3	mcr-4	mcr-4.3	COLISTIN	COLISTIN	1	NA	430416	29.594059405940595
mcr-4.7	mcr-4	mcr-4.7	COLISTIN	COLISTIN	1	NA	430416	29.594059405940595
qnrA1	qnrA	qnrA1	QUINOLONE	QUINOLONE	2	NA	430416	29.594059405940595
qnrB19	qnrB	qnrB19	QUINOLONE	QUINOLONE	1	NA	430416	29.594059405940595
qnrD1	qnrD	qnrD1	QUINOLONE	QUINOLONE	1	NA	430416	29.594059405940595
qnrVC6	qnrVC	qnrVC6	QUINOLONE	QUINOLONE	17	NA	430416	29.594059405940595
rmtB1	rmtB	rmtB1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	6	NA	430416	29.594059405940595
gyrA	NA	gyrA_S81L	QUINOLONE	QUINOLONE	12175	NA	430416	29.594059405940595
parC	NA	parC_S84L	QUINOLONE	QUINOLONE	11117	NA	430416	29.594059405940595
ftsI	NA	ftsI_A515V	BETA-LACTAM	CARBAPENEM/SULBACTAM-DURLOBACTAM	3219	NA	430416	29.594059405940595
ftsI	NA	ftsI_T526S	BETA-LACTAM	SULBACTAM-DURLOBACTAM	402	NA	430416	29.594059405940595
adeS	NA	adeS_H189Y	EFFLUX	EFFLUX	384	NA	430416	29.594059405940595
parC	NA	parC_E88K	QUINOLONE	QUINOLONE	348	NA	430416	29.594059405940595
adeS	NA	adeS_G336S	EFFLUX	EFFLUX	264	NA	430416	29.594059405940595
adeS	NA	adeS_N125K	EFFLUX	EFFLUX	175	NA	430416	29.594059405940595
pmrC	NA	pmrC_R125P	COLISTIN	COLISTIN	85	NA	430416	29.594059405940595
parC	NA	parC_S84F	QUINOLONE	QUINOLONE	84	NA	430416	29.594059405940595
pmrB	NA	pmrB_T232I	COLISTIN	COLISTIN	78	NA	430416	29.594059405940595
pmrB	NA	pmrB_P170L	COLISTIN	COLISTIN	58	NA	430416	29.594059405940595
rpoB	NA	rpoB_S583L	RIFAMYCIN	RIFAMPIN	52	NA	430416	29.594059405940595
adeR	NA	adeR_P56S	EFFLUX	EFFLUX	50	NA	430416	29.594059405940595
pmrB	NA	pmrB_A227V	COLISTIN	COLISTIN	48	NA	430416	29.594059405940595
adeR	NA	adeR_A91V	EFFLUX	EFFLUX	38	NA	430416	29.594059405940595
adeS	NA	adeS_R152K	EFFLUX	EFFLUX	32	NA	430416	29.594059405940595
pmrB	NA	pmrB_A226T	COLISTIN	COLISTIN	27	NA	430416	29.594059405940595
parC	NA	parC_S84W	QUINOLONE	QUINOLONE	26	NA	430416	29.594059405940595
adeS	NA	adeS_T153M	EFFLUX	EFFLUX	23	NA	430416	29.594059405940595
pmrB	NA	pmrB_P233S	COLISTIN	COLISTIN	17	NA	430416	29.594059405940595
adeS	NA	adeS_Q163STOP	EFFLUX	EFFLUX	14	NA	430416	29.594059405940595
pmrB	NA	pmrB_G315D	COLISTIN	COLISTIN	10	NA	430416	29.594059405940595
adeR	NA	adeR_D20N	EFFLUX	EFFLUX	9	NA	430416	29.594059405940595
adeR	NA	adeR_P116L	EFFLUX	EFFLUX	8	NA	430416	29.594059405940595
pmrB	NA	pmrB_Q270P	COLISTIN	COLISTIN	7	NA	430416	29.594059405940595
pmrB	NA	pmrB_R231L	COLISTIN	COLISTIN	7	NA	430416	29.594059405940595
pmrB	NA	pmrB_T235I	COLISTIN	COLISTIN	7	NA	430416	29.594059405940595
pmrB	NA	pmrB_S17R	COLISTIN	COLISTIN	6	NA	430416	29.594059405940595
pmrB	NA	pmrB_P233T	COLISTIN	COLISTIN	5	NA	430416	29.594059405940595
gyrA	NA	gyrA_G79C	QUINOLONE	QUINOLONE	3	NA	430416	29.594059405940595
adeR	NA	adeR_E219A	EFFLUX	EFFLUX	1	NA	430416	29.594059405940595
baeR	NA	baeR_S104N	BETA-LACTAM	CEFIDEROCOL	1	NA	430416	29.594059405940595
baeS	NA	baeS_D89V	BETA-LACTAM	CEFIDEROCOL	1	NA	430416	29.594059405940595
lpxC	NA	lpxC_P30L	COLISTIN	COLISTIN	1	NA	430416	29.594059405940595
pmrB	NA	pmrB_I164F	COLISTIN	COLISTIN	1	NA	430416	29.594059405940595
MFS_efflux	NA	NA	NA	NA	NA	28165	430416	29.594059405940595
RND-IM	NA	NA	NA	NA	NA	6	430416	29.594059405940595
RND-peri	NA	NA	NA	NA	NA	6	430416	29.594059405940595
aac(3)-I	NA	NA	NA	NA	NA	2318	430416	29.594059405940595
aac(3)-II	NA	NA	NA	NA	NA	633	430416	29.594059405940595
aac(3)_IV_fam	NA	NA	NA	NA	NA	11	430416	29.594059405940595
aac(6')	NA	NA	NA	NA	NA	472	430416	29.594059405940595
aac(6')-I	NA	NA	NA	NA	NA	1	430416	29.594059405940595
aac(6')-II	NA	NA	NA	NA	NA	2	430416	29.594059405940595
aac(6')-Ib	NA	NA	NA	NA	NA	50	430416	29.594059405940595
aac(6')-Ib-cr	NA	NA	NA	NA	NA	1	430416	29.594059405940595
aacA57	NA	NA	NA	NA	NA	1	430416	29.594059405940595
aadA_4_5	NA	NA	NA	NA	NA	109	430416	29.594059405940595
adeC-K-oprM	NA	NA	NA	NA	NA	10253	430416	29.594059405940595
ant(2'')	NA	NA	NA	NA	NA	2313	430416	29.594059405940595
ant(3'')-I	NA	NA	NA	NA	NA	16	430416	29.594059405940595
ant(3'')-II	NA	NA	NA	NA	NA	14303	430416	29.594059405940595
aph(3'')	NA	NA	NA	NA	NA	8294	430416	29.594059405940595
aph(3')	NA	NA	NA	NA	NA	117	430416	29.594059405940595
aph(3')-I	NA	NA	NA	NA	NA	5351	430416	29.594059405940595
aph(3')-II	NA	NA	NA	NA	NA	2	430416	29.594059405940595
aph(4)-I	NA	NA	NA	NA	NA	13	430416	29.594059405940595
aph(6)-I	NA	NA	NA	NA	NA	8387	430416	29.594059405940595
arr	NA	NA	NA	NA	NA	594	430416	29.594059405940595
bla-A	NA	NA	NA	NA	NA	151	430416	29.594059405940595
bla-A2	NA	NA	NA	NA	NA	20	430416	29.594059405940595
