Sample	BioSample	BioProject	MLST2	Amikacin call	Amikacin MIC	Gentamicin call	Gentamicin MIC	Tobramycin call	Tobramycin MIC	Ampicillin call	Ampicillin MIC	Amoxicillin-clavulanate call	Amoxicillin-clavulanate MIC	Piperacillin-tazobactam call	Piperacillin-tazobactam MIC	Cafazolin call	Cafazolin MIC	Cefepime call	Cefepime MIC	Ceftazidime call	Ceftazidime MIC	Ceftriaxone call	Ceftriaxone MIC	Ertapenem call	Ertapenem MIC	Imipenem call	Imipenem MIC	Meropenem call	Meropenem MIC	Aztreonam call	Aztreonam MIC	Ciprofloxacin call	Ciprofloxacin MIC	Levofloxacin call	Levofloxacin MIC	Trimethoprim-sulfamethoxazole call	Trimethoprim-sulfamethoxazole MIC	Tetracycline call	Tetracycline MIC
772853	SAMN26305151	PRJNA809394	38	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
781747	SAMN26309157	PRJNA809394	38	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
781981	SAMN26305041	PRJNA809394	38	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
805640	SAMN26308458	PRJNA809394	38	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
821962	SAMN26309430	PRJNA809394	38	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
806304	SAMN26305289	PRJNA809394	40	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
757665	SAMN26309078	PRJNA809394	43	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794031	SAMN26308369	PRJNA809394	56	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749871	SAMN26309295	PRJNA809394	58	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
767633	SAMN26304886	PRJNA809394	58	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
822714	SAMN26305303	PRJNA809394	58	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699024	SAMN26305049	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699066	SAMN26304547	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
772467	SAMN26305050	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
793747	SAMN26304473	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794469	SAMN26305213	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794687	SAMN26304680	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
806660	SAMN26304681	PRJNA809394	59	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709903	SAMN26304652	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
758265	SAMN26305040	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
767705	SAMN26309163	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
772281	SAMN26304579	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
793801	SAMN26309165	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
806598	SAMN26309167	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
838656	SAMN26305152	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
838664	SAMN26305153	PRJNA809394	62	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749523	SAMN26304649	PRJNA809394	68	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
758749	SAMN26304416	PRJNA809394	68	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
781335	SAMN26304650	PRJNA809394	68	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
698588	SAMN26308400	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699154	SAMN26304666	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709075	SAMN26304665	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709403	SAMN26308349	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710071	SAMN26304959	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710169	SAMN26304960	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710311	SAMN26304950	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
734563	SAMN26308757	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
734917	SAMN26308443	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735067	SAMN26304961	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735621	SAMN26305027	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735697	SAMN26305047	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735857	SAMN26308448	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
735881	SAMN26308350	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735937	SAMN26304600	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749233	SAMN26309272	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749427	SAMN26304373	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749469	SAMN26305063	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
750609	SAMN26304601	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
766331	SAMN26309285	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
767221	SAMN26309274	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
767255	SAMN26308445	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
767763	SAMN26308432	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
772231	SAMN26304698	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
772249	SAMN26304854	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
772433	SAMN26308354	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
782073	SAMN26308355	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
793965	SAMN26308348	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794241	SAMN26304828	PRJNA809394	69	S	²8	S	²2	S	²2	S	8	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794259	SAMN26304829	PRJNA809394	69	S	²8	S	²2	S	²2	S	8	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794371	SAMN26304983	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794515	SAMN26304384	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
837838	SAMN26309287	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
838278	SAMN26305138	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
839230	SAMN26304602	PRJNA809394	69	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699120	SAMN26309158	PRJNA809394	70	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
781827	SAMN26304964	PRJNA809394	70	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
697446	SAMN26304783	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
697462	SAMN26308707	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
697606	SAMN26308749	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
697946	SAMN26309021	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
697988	SAMN26308608	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
698222	SAMN26309017	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
698230	SAMN26308750	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
698256	SAMN26309016	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
698982	SAMN26308709	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699146	SAMN26308710	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699170	SAMN26304787	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
699292	SAMN26308551	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
704865	SAMN26308550	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709307	SAMN26309027	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	8/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709323	SAMN26304726	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709495	SAMN26308711	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709663	SAMN26304992	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709735	SAMN26309030	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709807	SAMN26308712	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709857	SAMN26309032	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709979	SAMN26304788	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710039	SAMN26308359	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710143	SAMN26308552	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710151	SAMN26304993	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710441	SAMN26308713	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
734685	SAMN26308714	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735033	SAMN26308715	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735171	SAMN26309035	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735411	SAMN26308716	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735575	SAMN26304789	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735605	SAMN26309001	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735727	SAMN26305009	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735979	SAMN26305026	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
736029	SAMN26308609	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
736125	SAMN26304408	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
736133	SAMN26309037	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
748885	SAMN26304409	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
748893	SAMN26309038	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749111	SAMN26309039	PRJNA809394	73	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
