Sample	BioSample	BioProject	MLST2	Amikacin call	Amikacin MIC	Gentamicin call	Gentamicin MIC	Tobramycin call	Tobramycin MIC	Ampicillin call	Ampicillin MIC	Amoxicillin-clavulanate call	Amoxicillin-clavulanate MIC	Piperacillin-tazobactam call	Piperacillin-tazobactam MIC	Cafazolin call	Cafazolin MIC	Cefepime call	Cefepime MIC	Ceftazidime call	Ceftazidime MIC	Ceftriaxone call	Ceftriaxone MIC	Ertapenem call	Ertapenem MIC	Imipenem call	Imipenem MIC	Meropenem call	Meropenem MIC	Aztreonam call	Aztreonam MIC	Ciprofloxacin call	Ciprofloxacin MIC	Levofloxacin call	Levofloxacin MIC	Trimethoprim-sulfamethoxazole call	Trimethoprim-sulfamethoxazole MIC	Tetracycline call	Tetracycline MIC
735559	SAMN26305062	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
736159	SAMN26304713	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
748907	SAMN26304714	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
749099	SAMN26308430	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
749313	SAMN26304900	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749733	SAMN26305064	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
750319	SAMN26305067	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
750423	SAMN26304830	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
767377	SAMN26308450	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	8/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
767625	SAMN26308406	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
772409	SAMN26305059	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
781587	SAMN26305065	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
805586	SAMN26304439	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
836624	SAMN26304573	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
838404	SAMN26308411	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
839012	SAMN26308404	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
839256	SAMN26308435	PRJNA809394	69	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	R	>8
698828	SAMN26304780	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709163	SAMN26304991	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709227	SAMN26309026	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
709613	SAMN26304424	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
735453	SAMN26309036	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	16/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735495	SAMN26309013	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735591	SAMN26304779	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
735671	SAMN26308717	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
736011	SAMN26304743	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
750167	SAMN26304790	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
750457	SAMN26304425	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
750625	SAMN26304745	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
758005	SAMN26308610	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
758925	SAMN26305111	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
772169	SAMN26308556	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
772643	SAMN26308726	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
781683	SAMN26308557	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
781923	SAMN26305075	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794073	SAMN26304331	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
794389	SAMN26304935	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
794709	SAMN26304718	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
805796	SAMN26304428	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
806320	SAMN26304344	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
806992	SAMN26308613	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	S	8/4	S	8/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
807148	SAMN26309059	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
822100	SAMN26308732	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
822772	SAMN26304863	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
838920	SAMN26304341	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	16/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	R	>8
839214	SAMN26304342	PRJNA809394	73	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	R	>8
735689	SAMN26309264	PRJNA809394	80	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
698798	SAMN26305158	PRJNA809394	88	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
709655	SAMN26304532	PRJNA809394	88	S	²8	S	²2	S	²2	R	>16	I	16/8	S	16/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	R	>8
747865	SAMN26308646	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
749645	SAMN26308647	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
758089	SAMN26304361	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
767061	SAMN26308588	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	16/4	R	16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
767407	SAMN26305237	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
767999	SAMN26305240	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
782233	SAMN26308633	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
794179	SAMN26308634	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
794225	SAMN26304857	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
806530	SAMN26308635	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
821866	SAMN26304902	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	1	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
837628	SAMN26308627	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
838198	SAMN26308628	PRJNA809394	95	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
730293	SAMN26304894	PRJNA809394	106	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	R	>16	I	8	S	²2	R	>32	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
708933	SAMN26309100	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735479	SAMN26309107	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
735525	SAMN26304800	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
735541	SAMN26304516	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	²2/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
750335	SAMN26304346	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
750747	SAMN26309116	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
757753	SAMN26309119	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
758627	SAMN26305123	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
794305	SAMN26304913	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	²2/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
822336	SAMN26309088	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
822474	SAMN26304861	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	R	>16/8	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
837602	SAMN26309089	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
837984	SAMN26309147	PRJNA809394	127	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	R	>8
838648	SAMN26309091	PRJNA809394	127	S	²8	S	4	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
839100	SAMN26309092	PRJNA809394	127	S	²8	S	4	S	²2	R	>16	R	>16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	0.5	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
697496	SAMN26308784	PRJNA809394	131	S	²8	S	4	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	1	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
697866	SAMN26308787	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	8/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	4
698780	SAMN26308470	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	I	16/8	S	8/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
698958	SAMN26308791	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
699234	SAMN26308793	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
704937	SAMN26308471	PRJNA809394	131	S	²8	R	>8	R	>8	R	>16	S	²4/2	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
710425	SAMN26308804	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	1	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
735911	SAMN26304411	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	²4/2	S	²2/4	R	>16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
747785	SAMN26304756	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
747961	SAMN26308830	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
748029	SAMN26308832	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
749695	SAMN26308825	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
749943	SAMN26308826	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	8/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	4
750221	SAMN26304603	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	S	²2
750393	SAMN26305099	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	S	²0.5/9.5	S	²2
757607	SAMN26305181	PRJNA809394	131	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	I	4	S	²1	R	16	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
757681	SAMN26304623	PRJNA809394	131	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	R	>2/38	R	>8
757729	SAMN26304931	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	R	16	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
757875	SAMN26308833	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	8/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	4
758563	SAMN26308837	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
758933	SAMN26304873	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	I	16/8	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	S	²0.5/9.5	S	²2
766251	SAMN26308841	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	S	²2
766495	SAMN26308847	PRJNA809394	131	S	²8	S	²2	S	²2	S	²4	S	²4/2	S	²2/4	S	²1	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	R	>2/38	R	>8
766575	SAMN26308850	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	S	²2
767431	SAMN26305071	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	R	>8
767595	SAMN26304413	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	1	S	²1	R	>2/38	S	²2
772781	SAMN26308855	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
780075	SAMN26308480	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	²2/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	S	²2
781393	SAMN26308858	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	8/4	I	4	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	4
782179	SAMN26304339	PRJNA809394	131	S	²8	S	²2	S	²2	R	>16	S	8/4	S	²2/4	R	8	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	R	>2	R	>4	S	²0.5/9.5	S	²2
792793	SAMN26308866	PRJNA809394	131	S	²8	R	>8	I	8	R	>16	S	8/4	S	8/4	S	2	S	²1	S	²2	S	²1	S	²0.25	S	²0.25	S	²0.25	S	²2	S	²0.5	S	²1	R	>2/38	S	²2
